,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,content_age,is_movie,watch_category
0,ts300399,Five Came Back: The Reference Films,SHOW,['documentation'],1945,TV-MA,1970-01-01 00:00:00.000000048,['documentation'],['US'],1.0,0,0.0,0.0,0.6,0.0,81,0,Low Rated
1,tm84618,Taxi Driver,MOVIE,"['crime', 'drama']",1976,R,1970-01-01 00:00:00.000000113,"['crime', 'drama']",['US'],0.0,tt0075314,8.3,795222.0,27.612,8.2,50,1,Highly Rated
2,tm127384,Monty Python and the Holy Grail,MOVIE,"['comedy', 'fantasy']",1975,PG,1970-01-01 00:00:00.000000091,"['comedy', 'fantasy']",['GB'],0.0,tt0071853,8.2,530877.0,18.216,7.8,51,1,Highly Rated
3,tm70993,Life of Brian,MOVIE,['comedy'],1979,R,1970-01-01 00:00:00.000000094,['comedy'],['GB'],0.0,tt0079470,8.0,392419.0,17.505,7.8,47,1,Highly Rated
4,tm190788,The Exorcist,MOVIE,['horror'],1973,R,1970-01-01 00:00:00.000000133,['horror'],['US'],0.0,tt0070047,8.1,391942.0,95.337,7.7,53,1,Highly Rated
5,ts22164,Monty Python's Flying Circus,SHOW,"['comedy', 'european']",1969,TV-14,1970-01-01 00:00:00.000000030,"['comedy', 'european']",['GB'],4.0,tt0063929,8.8,72895.0,12.919,8.3,57,0,Highly Rated
6,tm14873,Dirty Harry,MOVIE,"['thriller', 'crime', 'action']",1971,R,1970-01-01 00:00:00.000000102,"['thriller', 'crime', 'action']",['US'],0.0,tt0066999,7.7,153463.0,14.745,7.5,55,1,Good
7,tm185072,My Fair Lady,MOVIE,"['drama', 'music', 'romance', 'family']",1964,G,1970-01-01 00:00:00.000000170,"['drama', 'music', 'romance', 'family']",['US'],0.0,tt0058385,7.8,94121.0,15.949,7.6,62,1,Good
8,tm98978,The Blue Lagoon,MOVIE,"['romance', 'drama']",1980,R,1970-01-01 00:00:00.000000104,"['romance', 'drama']",['US'],0.0,tt0080453,5.8,69053.0,44.038,6.2,46,1,Low Rated
9,tm119281,Bonnie and Clyde,MOVIE,"['drama', 'crime', 'action']",1967,R,1970-01-01 00:00:00.000000110,"['drama', 'crime', 'action']",['US'],0.0,tt0061418,7.7,111189.0,15.309,7.5,59,1,Good
10,tm67378,The Professionals,MOVIE,"['western', 'action', 'european']",1966,PG-13,1970-01-01 00:00:00.000000117,"['western', 'action', 'european']",['US'],0.0,tt0060862,7.3,16168.0,12.155,7.1,60,1,Good
11,tm44204,The Guns of Navarone,MOVIE,"['war', 'action', 'drama']",1961,0,1970-01-01 00:00:00.000000158,"['war', 'action', 'drama']","['US', 'GB']",0.0,tt0054953,7.5,50150.0,15.405,7.4,65,1,Good
12,tm69778,Lupin the Third: The Castle of Cagliostro,MOVIE,"['comedy', 'animation', 'action', 'fantasy', 'family']",1979,PG,1970-01-01 00:00:00.000000100,"['comedy', 'animation', 'action', 'fantasy', 'family']",['JP'],0.0,tt0079833,7.6,30277.0,14.008,7.5,47,1,Good
13,tm69997,Richard Pryor: Live in Concert,MOVIE,"['comedy', 'documentation']",1979,R,1970-01-01 00:00:00.000000078,"['comedy', 'documentation']",['US'],0.0,tt0079807,8.1,5141.0,4.681,7.5,47,1,Highly Rated
14,tm96649,The Long Riders,MOVIE,"['western', 'crime']",1980,R,1970-01-01 00:00:00.000000099,"['western', 'crime']",['US'],0.0,tt0081071,6.9,11329.0,8.808,6.6,46,1,Average
15,tm16479,White Christmas,MOVIE,"['romance', 'comedy', 'music']",1954,0,1970-01-01 00:00:00.000000115,"['romance', 'comedy', 'music']",['US'],0.0,tt0047673,7.5,42373.0,9.71,7.2,72,1,Good
16,tm135083,Cairo Station,MOVIE,"['drama', 'crime', 'comedy']",1958,0,1970-01-01 00:00:00.000000077,"['drama', 'crime', 'comedy']",['EG'],0.0,tt0051390,7.5,4385.0,3.556,7.4,68,1,Good
17,tm14491,The Queen,MOVIE,['documentation'],1968,0,1970-01-01 00:00:00.000000068,['documentation'],['US'],0.0,tt0183686,7.2,1117.0,2.419,6.5,58,1,Good
18,tm89386,Hitler: A Career,MOVIE,"['documentation', 'history', 'european']",1977,PG,1970-01-01 00:00:00.000000150,"['documentation', 'history', 'european']",['DE'],0.0,tt0191182,7.5,2416.0,9.305,7.4,49,1,Good
19,tm156453,FTA,MOVIE,"['comedy', 'documentation', 'music']",1972,R,1970-01-01 00:00:00.000000097,"['comedy', 'documentation', 'music']",['US'],0.0,tt0068562,6.2,411.0,2.466,6.1,54,1,Average
20,tm27298,Saladin the Victorious,MOVIE,"['drama', 'war', 'action', 'history', 'romance']",1963,0,1970-01-01 00:00:00.000000186,"['drama', 'war', 'action', 'history', 'romance']",['EG'],0.0,tt0057357,7.6,2470.0,4.816,7.1,63,1,Good
21,tm356209,Singapore,MOVIE,"['drama', 'thriller', 'crime']",1960,0,1970-01-01 00:00:00.000000158,"['drama', 'thriller', 'crime']",['IN'],0.0,tt0268639,6.4,82.0,1.611,6.3,66,1,Average
22,tm204541,Dark Waters,MOVIE,"['drama', 'action', 'romance', 'thriller']",1956,0,1970-01-01 00:00:00.000000120,"['drama', 'action', 'romance', 'thriller']",['EG'],0.0,tt0049761,6.7,590.0,1.044,5.9,70,1,Average
23,tm14350,Alexandria… Why?,MOVIE,['drama'],1979,0,1970-01-01 00:00:00.000000133,['drama'],['EG'],0.0,tt0077751,7.2,1689.0,1.736,6.0,47,1,Good
24,tm102287,Raya and Sakina,MOVIE,"['drama', 'thriller', 'crime', 'history']",1953,0,1970-01-01 00:00:00.000000105,"['drama', 'thriller', 'crime', 'history']",['EG'],0.0,tt0316472,6.8,231.0,1.826,5.8,73,1,Average
25,tm76557,No Longer Kids,MOVIE,"['comedy', 'drama']",1979,0,1970-01-01 00:00:00.000000235,"['comedy', 'drama']",['EG'],0.0,tt8312792,9.0,943.0,2.733,7.7,47,1,Highly Rated
26,tm71909,Amrapali,MOVIE,['fantasy'],1966,0,1970-01-01 00:00:00.000000120,['fantasy'],['IN'],0.0,tt0060104,6.7,225.0,2.047,6.3,60,1,Average
27,tm94651,Dostana,MOVIE,"['drama', 'comedy', 'romance', 'action', 'crime']",1980,0,1970-01-01 00:00:00.000000161,"['drama', 'comedy', 'romance', 'action', 'crime']",['IN'],0.0,tt0080653,2.1,25.0,3.46,4.9,46,1,Low Rated
28,tm19608,The Blazing Sun,MOVIE,"['romance', 'crime', 'drama']",1954,0,1970-01-01 00:00:00.000000100,"['romance', 'crime', 'drama']",['EG'],0.0,tt0044429,7.4,1219.0,1.866,7.0,72,1,Good
29,ts45948,Monty Python's Fliegender Zirkus,SHOW,['comedy'],1972,TV-MA,1970-01-01 00:00:00.000000043,['comedy'],[],1.0,tt0202477,8.1,2144.0,1.49,7.0,54,0,Highly Rated
30,tm90896,The Return of the Prodigal Son,MOVIE,"['drama', 'crime']",1976,0,1970-01-01 00:00:00.000000124,"['drama', 'crime']","['DZ', 'EG']",0.0,tt0074168,7.2,768.0,3.768,5.4,50,1,Good
31,tm75975,Prince,MOVIE,['romance'],1969,0,1970-01-01 00:00:00.000000152,['romance'],['IN'],0.0,tt0064842,6.9,168.0,1.788,7.0,57,1,Average
32,tm97793,Lock Your Girls In,MOVIE,['comedy'],1980,0,1970-01-01 00:00:00.000000230,['comedy'],['EG'],0.0,0,0.0,0.0,2.313,8.0,46,1,Low Rated
33,tm85426,The Witness Who Didn't See Anything,MOVIE,['comedy'],1976,0,1970-01-01 00:00:00.000000217,['comedy'],['EG'],0.0,0,0.0,0.0,2.612,7.7,50,1,Low Rated
34,tm188894,The School of Mischief,MOVIE,['comedy'],1973,0,1970-01-01 00:00:00.000000251,['comedy'],['EG'],0.0,0,0.0,0.0,3.381,8.5,53,1,Low Rated
35,tm107372,Manoranjan,MOVIE,"['comedy', 'drama', 'romance']",1974,0,1970-01-01 00:00:00.000000162,"['comedy', 'drama', 'romance']",['IN'],0.0,tt0071811,6.5,236.0,1.22,5.3,52,1,Average
36,tm200475,"Beirut, Oh Beirut",MOVIE,['drama'],1975,0,1970-01-01 00:00:00.000000110,['drama'],['LB'],0.0,tt0169599,6.5,106.0,1.104,7.3,51,1,Average
37,tm259855,We Are All for the Fatherland,MOVIE,['documentation'],1979,0,1970-01-01 00:00:00.000000074,['documentation'],"['FR', 'LB', 'CA']",0.0,tt0170799,6.2,43.0,0.6,5.3,47,1,Average
38,tm259684,Whispers,MOVIE,['documentation'],1980,0,1970-01-01 00:00:00.000000093,['documentation'],"['FR', 'LB', 'CA']",0.0,tt0170803,7.8,75.0,1.4,5.0,46,1,Good
39,tm344089,Lal Patthar,MOVIE,['drama'],1971,0,1970-01-01 00:00:00.000000153,['drama'],['IN'],0.0,tt0237395,6.2,137.0,0.732,7.0,55,1,Average
40,tm358653,Ujala,MOVIE,"['romance', 'crime', 'drama']",1959,0,1970-01-01 00:00:00.000000142,"['romance', 'crime', 'drama']",['IN'],0.0,tt0157132,6.7,78.0,0.998,6.0,67,1,Average
41,tm100027,Alibaba Aur 40 Chor,MOVIE,"['drama', 'action', 'romance', 'family', 'fantasy']",1979,0,1970-01-01 00:00:00.000000138,"['drama', 'action', 'romance', 'family', 'fantasy']","['IN', 'SU']",0.0,tt0079749,6.2,555.0,2.554,6.8,47,1,Average
42,tm10204,Professor,MOVIE,"['romance', 'comedy', 'drama']",1962,0,1970-01-01 00:00:00.000000163,"['romance', 'comedy', 'drama']",['IN'],0.0,tt0056379,6.8,285.0,1.9,5.8,64,1,Average
43,tm403346,Chadi Jawani Budhe Nu,MOVIE,['romance'],1976,0,1970-01-01 00:00:00.000000135,['romance'],['IN'],0.0,tt3290368,4.6,14.0,1.24,6.0,50,1,Low Rated
44,tm16812,Bandie,MOVIE,"['drama', 'romance', 'action']",1978,0,1970-01-01 00:00:00.000000141,"['drama', 'romance', 'action']",['IN'],0.0,tt1219315,4.2,35.0,1.097,6.0,48,1,Low Rated
45,tm336403,Khoon Khoon,MOVIE,"['drama', 'crime', 'thriller']",1973,0,1970-01-01 00:00:00.000000131,"['drama', 'crime', 'thriller']",['IN'],0.0,tt0230412,5.1,41.0,1.08,3.8,53,1,Low Rated
46,tm119776,Top Gun,MOVIE,"['drama', 'action']",1986,PG,1970-01-01 00:00:00.000000110,"['drama', 'action']",['US'],0.0,tt0092099,6.9,329656.0,112.137,7.0,40,1,Average
47,ts20681,Seinfeld,SHOW,['comedy'],1989,TV-PG,1970-01-01 00:00:00.000000024,['comedy'],['US'],9.0,tt0098904,8.9,302700.0,128.743,8.3,37,0,Highly Rated
48,tm111075,Stand by Me,MOVIE,['drama'],1986,R,1970-01-01 00:00:00.000000089,['drama'],['US'],0.0,tt0092005,8.1,392790.0,16.096,7.9,40,1,Highly Rated
49,tm180542,Once Upon a Time in America,MOVIE,"['drama', 'crime', 'european']",1984,R,1970-01-01 00:00:00.000000229,"['drama', 'crime', 'european']","['US', 'IT']",0.0,tt0087843,8.3,342335.0,21.322,8.4,42,1,Highly Rated
50,tm138875,When Harry Met Sally...,MOVIE,"['romance', 'comedy', 'drama']",1989,R,1970-01-01 00:00:00.000000096,"['romance', 'comedy', 'drama']",['US'],0.0,tt0098635,7.7,212913.0,16.005,7.4,37,1,Good
51,tm155792,Teenage Mutant Ninja Turtles,MOVIE,"['scifi', 'action', 'comedy', 'family']",1990,PG,1970-01-01 00:00:00.000000093,"['scifi', 'action', 'comedy', 'family']","['HK', 'US']",0.0,tt0100758,6.7,92647.0,22.75,6.6,36,1,Average
52,tm22327,Full Metal Jacket,MOVIE,"['drama', 'war']",1987,R,1970-01-01 00:00:00.000000116,"['drama', 'war']","['GB', 'US']",0.0,tt0093058,8.3,723306.0,36.502,8.1,39,1,Highly Rated
53,tm54450,Christine,MOVIE,"['horror', 'thriller', 'european']",1983,R,1970-01-01 00:00:00.000000090,"['horror', 'thriller', 'european']",['US'],0.0,tt0085333,6.7,80945.0,19.311,6.8,43,1,Average
54,tm2386,A Nightmare on Elm Street,MOVIE,['horror'],1984,R,1970-01-01 00:00:00.000000091,['horror'],['US'],0.0,tt0087800,7.4,230543.0,53.853,7.3,42,1,Good
55,ts22082,Knight Rider,SHOW,"['action', 'scifi', 'crime', 'drama']",1982,TV-PG,1970-01-01 00:00:00.000000051,"['action', 'scifi', 'crime', 'drama']",['US'],4.0,tt0083437,6.9,33760.0,44.378,7.5,44,0,Average
56,tm145608,Awakenings,MOVIE,"['drama', 'european']",1990,PG-13,1970-01-01 00:00:00.000000120,"['drama', 'european']",['US'],0.0,tt0099077,7.8,137549.0,13.761,7.8,36,1,Good
57,ts21715,Thomas & Friends,SHOW,"['family', 'comedy', 'music', 'action', 'animation', 'fantasy', 'drama']",1984,TV-Y,1970-01-01 00:00:00.000000010,"['family', 'comedy', 'music', 'action', 'animation', 'fantasy', 'drama']",['GB'],24.0,tt0086815,6.5,4948.0,49.384,6.6,42,0,Average
58,tm41289,Annie,MOVIE,"['drama', 'family', 'comedy']",1982,PG,1970-01-01 00:00:00.000000127,"['drama', 'family', 'comedy']",['US'],0.0,tt0083564,6.6,44866.0,15.857,6.5,44,1,Average
59,tm132694,Pet Sematary,MOVIE,"['horror', 'fantasy', 'thriller']",1989,R,1970-01-01 00:00:00.000000103,"['horror', 'fantasy', 'thriller']",['US'],0.0,tt0098084,6.5,102212.0,32.854,6.6,37,1,Average
60,ts20678,Saved by the Bell,SHOW,"['comedy', 'romance', 'family']",1989,TV-G,1970-01-01 00:00:00.000000023,"['comedy', 'romance', 'family']",['US'],5.0,tt0096694,7.1,34854.0,16.945,8.0,37,0,Good
61,tm117580,She's Gotta Have It,MOVIE,"['comedy', 'romance']",1986,R,1970-01-01 00:00:00.000000084,"['comedy', 'romance']",['US'],0.0,tt0091939,6.7,14277.0,6.212,6.7,40,1,Average
62,tm20712,Eddie Murphy Raw,MOVIE,"['comedy', 'documentation']",1987,R,1970-01-01 00:00:00.000000093,"['comedy', 'documentation']",['US'],0.0,tt0092948,7.6,19646.0,9.727,7.3,39,1,Good
63,tm130586,Endless Love,MOVIE,"['drama', 'romance']",1981,R,1970-01-01 00:00:00.000000116,"['drama', 'romance']",['US'],0.0,tt0082329,4.9,8374.0,19.518,5.6,45,1,Low Rated
64,ts25028,Wheel of Fortune,SHOW,['family'],1983,TV-G,1970-01-01 00:00:00.000000026,['family'],['US'],39.0,tt0072584,6.7,3126.0,1440.855,6.7,43,0,Average
65,ts23753,Major Dad,SHOW,"['comedy', 'family']",1989,TV-PG,1970-01-01 00:00:00.000000024,"['comedy', 'family']",['US'],4.0,tt0096643,6.4,2866.0,7.506,6.3,37,0,Average
66,ts2760,Fireman Sam,SHOW,"['comedy', 'animation', 'family', 'crime', 'european']",1987,TV-Y,1970-01-01 00:00:00.000000010,"['comedy', 'animation', 'family', 'crime', 'european']",['GB'],13.0,tt0329829,6.1,1759.0,25.697,7.3,39,0,Average
67,ts987,Danger Mouse,SHOW,"['comedy', 'family', 'scifi', 'animation', 'european']",1981,TV-Y,1970-01-01 00:00:00.000000015,"['comedy', 'family', 'scifi', 'animation', 'european']",['GB'],10.0,tt0081848,7.4,3514.0,7.748,7.4,45,0,Good
68,tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,"['scifi', 'drama', 'war', 'animation', 'action']",1981,0,1970-01-01 00:00:00.000000133,"['scifi', 'drama', 'war', 'animation', 'action']",['JP'],0.0,tt0159510,7.2,1242.0,12.744,7.2,45,1,Good
69,tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,"['scifi', 'animation', 'action', 'drama', 'war']",1988,0,1970-01-01 00:00:00.000000120,"['scifi', 'animation', 'action', 'drama', 'war']",['JP'],0.0,tt0095262,7.3,1649.0,8.356,6.8,38,1,Good
70,tm21953,Sam Kinison: Breaking the Rules,MOVIE,"['comedy', 'documentation']",1987,R,1970-01-01 00:00:00.000000050,"['comedy', 'documentation']",['US'],0.0,tt0307403,7.2,651.0,1.791,7.2,39,1,Good
71,tm152839,Tim Allen: Men Are Pigs,MOVIE,"['comedy', 'documentation']",1990,0,1970-01-01 00:00:00.000000030,"['comedy', 'documentation']",['US'],0.0,tt0259057,6.0,353.0,1.46,6.3,36,1,Average
72,tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,"['comedy', 'documentation']",1982,R,1970-01-01 00:00:00.000000077,"['comedy', 'documentation']",['GB'],0.0,tt0084352,7.9,15186.0,7.641,7.4,44,1,Good
73,tm114356,The George McKenna Story,MOVIE,['drama'],1988,0,1970-01-01 00:00:00.000000100,['drama'],['US'],0.0,tt0091106,6.0,901.0,1.631,6.1,38,1,Average
74,tm147829,Unspeakable Acts,MOVIE,['drama'],1990,0,1970-01-01 00:00:00.000000100,['drama'],['US'],0.0,tt0100848,6.0,448.0,2.596,5.3,36,1,Average
75,tm126769,Waiting for the Hearse,MOVIE,['comedy'],1985,0,1970-01-01 00:00:00.000000087,['comedy'],['AR'],0.0,tt0089108,8.0,6285.0,8.19,8.2,41,1,Highly Rated
76,tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,"['animation', 'action', 'drama', 'scifi', 'war']",1982,0,1970-01-01 00:00:00.000000144,"['animation', 'action', 'drama', 'scifi', 'war']",['JP'],0.0,tt0159511,7.7,1210.0,11.448,7.5,44,1,Good
77,tm159912,Agneepath,MOVIE,"['action', 'crime', 'drama']",1990,0,1970-01-01 00:00:00.000000174,"['action', 'crime', 'drama']",['IN'],0.0,tt0098999,7.6,8902.0,4.372,6.5,36,1,Good
78,tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,['comedy'],1989,0,1970-01-01 00:00:00.000000072,['comedy'],['GB'],0.0,tt0213984,8.1,1522.0,1.429,6.8,37,1,Highly Rated
79,tm38736,Too Young The Hero,MOVIE,"['drama', 'war']",1988,0,1970-01-01 00:00:00.000000100,"['drama', 'war']",['US'],0.0,tt0096286,6.7,494.0,1.291,6.9,38,1,Average
80,tm258072,Adam: His Song Continues,MOVIE,"['crime', 'drama']",1986,0,1970-01-01 00:00:00.000000100,"['crime', 'drama']",['US'],0.0,tt0090589,7.0,209.0,2.203,7.0,40,1,Good
81,tm52815,Disco Dancer,MOVIE,"['drama', 'romance']",1982,0,1970-01-01 00:00:00.000000134,"['drama', 'romance']",['IN'],0.0,tt0208903,6.5,1449.0,3.042,5.3,44,1,Average
82,tm137013,The Ryan White Story,MOVIE,['drama'],1989,0,1970-01-01 00:00:00.000000102,['drama'],['US'],0.0,tt0098237,7.2,857.0,1.714,6.4,37,1,Good
83,tm157853,In Defense of a Married Man,MOVIE,"['drama', 'crime']",1990,0,1970-01-01 00:00:00.000000094,"['drama', 'crime']",['US'],0.0,tt0099833,5.6,200.0,2.768,4.9,36,1,Low Rated
84,tm157603,Dil,MOVIE,"['romance', 'comedy', 'drama']",1990,0,1970-01-01 00:00:00.000000172,"['romance', 'comedy', 'drama']",['IN'],0.0,tt0099429,6.6,5273.0,2.38,6.5,36,1,Average
85,tm45720,Bye Bye London,MOVIE,"['comedy', 'drama']",1982,0,1970-01-01 00:00:00.000000170,"['comedy', 'drama']",['KW'],0.0,tt10130668,8.7,154.0,1.465,7.5,44,1,Highly Rated
86,tm55091,Quiet Victory: The Charlie Wedemeyer Story,MOVIE,['drama'],1988,0,1970-01-01 00:00:00.000000100,['drama'],['US'],0.0,tt0095945,7.1,144.0,2.673,8.0,38,1,Good
87,tm151332,"Alexandria, Again and Forever",MOVIE,['drama'],1989,0,1970-01-01 00:00:00.000000105,['drama'],"['EG', 'FR']",0.0,tt0099858,6.5,643.0,3.021,5.3,37,1,Average
88,tm24110,Strange Voices,MOVIE,['drama'],1987,0,1970-01-01 00:00:00.000000100,['drama'],['US'],0.0,tt0094052,6.3,357.0,2.564,6.8,39,1,Average
89,tm348735,Aakhri Adaalat,MOVIE,"['action', 'crime', 'thriller']",1988,0,1970-01-01 00:00:00.000000148,"['action', 'crime', 'thriller']",['IN'],0.0,tt0177505,5.1,92.0,1.15,5.0,38,1,Low Rated
90,tm51083,A Stoning in Fulham County,MOVIE,"['crime', 'drama', 'thriller']",1988,0,1970-01-01 00:00:00.000000120,"['crime', 'drama', 'thriller']",['US'],0.0,tt0096179,5.8,380.0,1.509,5.8,38,1,Low Rated
91,tm126791,The Married Couples,MOVIE,['drama'],1981,0,1970-01-01 00:00:00.000000194,['drama'],['EG'],0.0,0,0.0,0.0,1.532,9.2,45,1,Low Rated
92,tm186777,Sayed The Servant,MOVIE,['comedy'],1985,0,1970-01-01 00:00:00.000000166,['comedy'],['EG'],0.0,0,0.0,0.0,4.494,7.6,41,1,Low Rated
93,tm311264,Muqaddar Ka Faisla,MOVIE,"['comedy', 'drama', 'family', 'action']",1987,0,1970-01-01 00:00:00.000000172,"['comedy', 'drama', 'family', 'action']",['IN'],0.0,tt0239682,4.8,68.0,1.825,0.0,39,1,Low Rated
94,tm172482,Sohni Mahiwal,MOVIE,"['romance', 'action', 'drama']",1984,0,1970-01-01 00:00:00.000000160,"['romance', 'action', 'drama']",['IN'],0.0,tt0807047,6.1,297.0,2.002,5.8,42,1,Average
95,tm52274,The Little Wars,MOVIE,"['drama', 'war', 'european']",1982,0,1970-01-01 00:00:00.000000108,"['drama', 'war', 'european']","['FR', 'LB']",0.0,tt0084492,6.3,149.0,1.069,5.5,44,1,Average
96,tm132164,Bill Hicks: Sane Man,MOVIE,['comedy'],1989,R,1970-01-01 00:00:00.000000081,['comedy'],['US'],0.0,0,0.0,0.0,3.245,7.5,37,1,Low Rated
97,tm342996,Duniya,MOVIE,"['drama', 'action']",1984,0,1970-01-01 00:00:00.000000170,"['drama', 'action']",['IN'],0.0,tt0301231,6.2,241.0,1.476,0.0,42,1,Average
98,ts63001,High Risk,SHOW,['comedy'],1988,TV-PG,1970-01-01 00:00:00.000000050,['comedy'],['US'],1.0,tt0094478,3.8,6.0,0.6,0.0,38,0,Low Rated
99,tm411457,Pyar Ke Do Pal,MOVIE,"['drama', 'action']",1986,0,1970-01-01 00:00:00.000000153,"['drama', 'action']",['IN'],0.0,tt0358053,6.1,65.0,1.094,0.0,40,1,Average
100,tm371359,Jaal,MOVIE,"['drama', 'thriller', 'action']",1986,0,1970-01-01 00:00:00.000000159,"['drama', 'thriller', 'action']",['IN'],0.0,tt0239495,5.2,122.0,3.243,5.0,40,1,Low Rated
101,tm446654,Mujrim,MOVIE,"['drama', 'action', 'crime']",1989,0,1970-01-01 00:00:00.000000162,"['drama', 'action', 'crime']",['IN'],0.0,tt0097926,5.4,188.0,2.744,6.0,37,1,Low Rated
102,tm47673,An Egyptian Story,MOVIE,"['fantasy', 'drama']",1982,0,1970-01-01 00:00:00.000000129,"['fantasy', 'drama']",['EG'],0.0,tt0084042,7.3,1113.0,2.547,6.7,44,1,Good
103,tm419052,Ek Jaan Hain Hum,MOVIE,"['family', 'romance']",1983,0,1970-01-01 00:00:00.000000151,"['family', 'romance']",['IN'],0.0,tt0379272,6.3,70.0,0.892,7.0,43,1,Average
104,tm11556,The Quick and the Dead,MOVIE,"['western', 'thriller', 'action', 'romance']",1995,R,1970-01-01 00:00:00.000000107,"['western', 'thriller', 'action', 'romance']","['US', 'JP']",0.0,tt0114214,6.5,92224.0,17.543,6.5,31,1,Average
105,ts20981,Survivor,SHOW,['reality'],2000,TV-PG,1970-01-01 00:00:00.000000048,['reality'],['US'],42.0,tt0239195,7.4,24368.0,73.107,7.3,26,0,Good
106,ts22176,Stargate SG-1,SHOW,"['scifi', 'drama', 'action']",1997,TV-PG,1970-01-01 00:00:00.000000044,"['scifi', 'drama', 'action']","['US', 'CA']",10.0,tt0118480,8.4,90196.0,167.57,8.2,29,0,Highly Rated
107,ts21223,Pokémon,SHOW,"['scifi', 'action', 'comedy', 'fantasy', 'animation', 'family']",1997,TV-Y7,1970-01-01 00:00:00.000000022,"['scifi', 'action', 'comedy', 'fantasy', 'animation', 'family']",['JP'],24.0,tt0168366,7.6,172.0,138.135,7.6,29,0,Good
108,tm122434,Forrest Gump,MOVIE,"['drama', 'romance', 'comedy']",1994,PG-13,1970-01-01 00:00:00.000000142,"['drama', 'romance', 'comedy']",['US'],0.0,tt0109830,8.8,1994599.0,57.114,8.5,32,1,Highly Rated
109,tm106462,Happy Gilmore,MOVIE,"['comedy', 'sport']",1996,PG-13,1970-01-01 00:00:00.000000092,"['comedy', 'sport']",['US'],0.0,tt0116483,7.0,217534.0,16.583,6.6,30,1,Good
110,ts20339,One Piece,SHOW,"['action', 'comedy', 'animation', 'drama', 'fantasy']",1999,TV-14,1970-01-01 00:00:00.000000023,"['action', 'comedy', 'animation', 'drama', 'fantasy']",['JP'],21.0,tt0388629,8.8,112586.0,105.955,8.8,27,0,Highly Rated
111,tm57554,Saving Private Ryan,MOVIE,"['drama', 'war']",1998,R,1970-01-01 00:00:00.000000169,"['drama', 'war']",['US'],0.0,tt0120815,8.6,1346020.0,54.874,8.2,28,1,Highly Rated
112,ts34435,Cowboy Bebop,SHOW,"['western', 'action', 'scifi', 'thriller', 'animation', 'comedy', 'drama']",1998,TV-14,1970-01-01 00:00:00.000000025,"['western', 'action', 'scifi', 'thriller', 'animation', 'comedy', 'drama']",['JP'],1.0,tt0213338,8.9,112887.0,34.769,8.5,28,0,Highly Rated
113,ts20927,Star Trek: Deep Space Nine,SHOW,"['scifi', 'action', 'drama']",1993,TV-PG,1970-01-01 00:00:00.000000047,"['scifi', 'action', 'drama']",['US'],7.0,tt0106145,8.1,61145.0,61.159,7.9,33,0,Highly Rated
114,ts5145,The Challenge,SHOW,"['reality', 'comedy', 'drama', 'scifi']",1998,TV-14,1970-01-01 00:00:00.000000040,"['reality', 'comedy', 'drama', 'scifi']",['US'],37.0,tt0176095,7.8,3274.0,15.699,7.6,28,0,Good
115,tm192405,Gattaca,MOVIE,"['thriller', 'drama', 'scifi']",1997,PG-13,1970-01-01 00:00:00.000000106,"['thriller', 'drama', 'scifi']",['US'],0.0,tt0119177,7.8,298168.0,18.355,7.6,29,1,Good
116,ts21567,Gilmore Girls,SHOW,"['comedy', 'drama']",2000,TV-14,1970-01-01 00:00:00.000000046,"['comedy', 'drama']",['US'],8.0,tt0238784,8.2,119054.0,51.125,7.8,26,0,Highly Rated
117,tm55553,Blade,MOVIE,"['action', 'scifi', 'horror']",1998,R,1970-01-01 00:00:00.000000120,"['action', 'scifi', 'horror']",['US'],0.0,tt0120611,7.1,267181.0,47.411,6.7,28,1,Good
118,tm56574,You've Got Mail,MOVIE,"['romance', 'drama', 'comedy']",1998,PG,1970-01-01 00:00:00.000000119,"['romance', 'drama', 'comedy']",['US'],0.0,tt0128853,6.7,209258.0,15.015,6.6,28,1,Average
119,tm192037,Starship Troopers,MOVIE,"['scifi', 'thriller', 'action']",1997,R,1970-01-01 00:00:00.000000129,"['scifi', 'thriller', 'action']",['US'],0.0,tt0120201,7.3,288960.0,22.126,7.0,29,1,Good
120,ts20983,Neon Genesis Evangelion,SHOW,"['scifi', 'action', 'drama', 'thriller', 'fantasy', 'animation']",1995,TV-14,1970-01-01 00:00:00.000000024,"['scifi', 'action', 'drama', 'thriller', 'fantasy', 'animation']",['JP'],1.0,tt0112159,8.5,64727.0,51.993,8.6,31,0,Highly Rated
121,ts22193,The Magic School Bus,SHOW,"['scifi', 'comedy', 'family', 'fantasy', 'animation']",1994,TV-Y,1970-01-01 00:00:00.000000026,"['scifi', 'comedy', 'family', 'fantasy', 'animation']","['US', 'CA']",4.0,tt0108847,7.8,9708.0,30.176,7.9,32,0,Good
122,tm191989,Donnie Brasco,MOVIE,"['thriller', 'drama', 'crime']",1997,R,1970-01-01 00:00:00.000000127,"['thriller', 'drama', 'crime']",['US'],0.0,tt0119008,7.7,300073.0,14.769,7.5,29,1,Good
